License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Hours of Operation,Primary Contact Name
OCM-CULT-24-000190,Adult-Use Cultivator License,OCMCULT,Active,LICACT,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,11/15/2026 12:00:00 AM,OCMCULT-2023-000055,"Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition, Minority-Owned Business",GSD CONSULTING FIRM LLC,,F5DF5F0A-6543-4682-8BEE-C6FAFE90C241,,,,,,Niagara,Western NY,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Dwayne Montgomery
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001557,,GSS Consulting LLC,,BA5129FC-7D54-483A-B1C4-AA83D9448A2D,25405 Hillside Ave,,Glen Oaks,NY,11004,Queens,Queens,40.73621,-73.71348,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Gurmandeep Singh
OCM-RETL-24-000171,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,09/11/2026 12:00:00 AM,OCMRETL-2023-000890,Women-Owned Business,GUARDIAN WELLNESS LLC,,BCAD0BBE-62E5-4905-96F2-3EFEC02ABBC4,2500 Arthur Ave,,Bronx,NY,10458,Bronx,Bronx,40.8579447,-73.8853597,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,03/01/2025 12:00:00 AM,Sun: 12:00 PM - 10:00 PM; Mon: 12:00 PM - 10:00 PM; Tues: 12:00 PM - 10:00 PM; Wed: 12:00 PM - 10:00 PM; Thurs: 12:00 PM - 10:00 PM; Fri: 12:00 PM - 10:00 PM; Sat: 12:00 PM - 10:00 PM,ANGELA SINAPI
OCM-PT3B-25-000033,Adult-Use Processor Type Three-Branding,OCMPT3B,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMPT3B-2024-000038,,Gummies For The People LLC,,,,,,,,,,,,,,,,Branding including for the exclusive performance of white labeling agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Robert Giuffo
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001108,,"Guru Baba, Inc.",,FA3B3CBC-7DAE-4796-B5E3-06A14A0160BC,5306 Route 9W,,Newburgh,NY,12550,Orange,Mid-Hudson,41.5555,-74.00423,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Kamaljit Kaur
OCM-CULT-24-000103,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/12/2024 12:00:00 AM,06/12/2024 12:00:00 AM,06/12/2026 12:00:00 AM,OCMCULT-2023-000070,"Women-Owned Business, Minority-Owned Business",HAIYAN PANG,Sky High Supply,E0CFADB4-AB92-4F4F-98A2-DB1EE225DCC0,,,,,,Allegany,Western NY,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T1,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,HAIYAN PANG
OCM-CAURD-24-000144,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,05/17/2024 12:00:00 AM,05/17/2024 12:00:00 AM,05/17/2026 12:00:00 AM,OCMCAURDP-2023-000017,,Half Island Flavors Llc,SESH NYC,A4EFBA0F-B11B-47B0-978F-AF1DB4EB35F5,4219 Webster Ave,,Bronx,NY,10470,Bronx,Bronx,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,06/01/2024 12:00:00 AM,Sun: 11:00 AM - 10:00 PM; Mon: 10:00 AM - 10:00 PM; Tues: 10:00 AM - 10:00 PM; Wed: 10:00 AM - 10:00 PM; Thurs: 10:00 AM - 10:00 PM; Fri: 10:00 AM - 10:00 PM; Sat: 10:00 AM - 10:00 PM,Anthony Rivera
OCM-CULT-24-000091,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,06/11/2026 12:00:00 AM,OCMCULT-2023-000217,Distressed Farmer,Halton Hay Inc,Real Life Botanicals,EF32C847-58EB-4896-AEB1-0BAF3119385E,,,,,,Madison,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,Stephen Halton
OCM-DIST-24-000049,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,07/22/2026 12:00:00 AM,OCMDIST-2024-000008,Distressed Farmer,Halton Hay Inc,Real Life Botanicals,B64D946A-8EC7-4BE0-BA16-81C94C3C8EAB,,,,,,Madison,Central NY,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Stephen Halton
OCM-PROC-24-000057,Adult-Use Processor License,OCMPROC,Active,LICACT,07/11/2024 12:00:00 AM,07/11/2024 12:00:00 AM,07/11/2026 12:00:00 AM,OCMPROC-2023-000248,Distressed Farmer,Halton Hay Inc,Real Life Botanicals,90082A7B-5C7B-4257-9B83-427A2EF304DD,,,,,,Madison,Central NY,,,,Active,Adult-Use Processing,,Type 1 - Extracting,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Stephen Halton
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001505,,Hamptons Gold LLC,,B3758BE6-09D3-4B0B-A2E0-98A6E548B7A0,Moriches Riverhead Rd East,N Cr 111,East Moriches,NY,11940,Suffolk,Long Island,40.84652,-72.737447,www.thehamptonsgold.com,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Catherine Ringhoff
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2025-000017,,Hand in Bush LLC,,LID300,834 Dekalb Ave,,Brooklyn,NY,11221,Kings,,40.6922926,-73.94286963,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000166,,"HAPPY123NYC, LLC",,LID076,101 E 10th St,,New York,NY,10003,New York,,40.73065198,-73.98866413,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-RETL-25-000317,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMRETL-2023-000848,"Women-Owned Business, Minority-Owned Business",Happy Cork Bedstuy,HAPPY BUDS BROOKLYN,728CD35D-054C-4437-9DC1-F8E8DF2231A8,225 Malcolm X Blvd,Storefront,Brooklyn,NY,11221,Kings,Brooklyn,40.68543213,-73.92935917,www.happybudsbk.com,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Remo Foss
OCM-CAURD-23-000035,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM,12/12/2025 12:00:00 AM,OCMCAURDP-2023-000049,,Happy Days Dispensary Inc.,,E6774DAC-2D7B-4CDE-AC73-2BBCB55CE8AC,105 Route 109,,Farmingdale,NY,11735,Suffolk,Long Island,,,www.happydaysdispensary.com,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12/30/2023 12:00:00 AM,Sun: 10:00 AM - 07:00 PM; Mon: 10:00 AM - 09:00 PM; Tues: 10:00 AM - 09:00 PM; Wed: 10:00 AM - 09:00 PM; Thurs: 10:00 AM - 09:00 PM; Fri: 10:00 AM - 09:00 PM; Sat: 10:00 AM - 09:00 PM,PAUL LEPORE
OCM-RETL-24-000080,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMRETL-2023-000023,Women-Owned Business,Happy Dayz Cannabis Dispensary,,21B3661C-6E14-4C3A-B525-1A60C54C0252,74 Lake Ave,,Rochester,NY,14608,Monroe,Finger Lakes,43.16615,-77.62392,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11/01/2024 12:00:00 AM,Sun: 10:00 AM - 06:00 PM; Mon: 10:00 AM - 10:00 PM; Tues: 10:00 AM - 10:00 PM; Wed: 10:00 AM - 10:00 PM; Thurs: 10:00 AM - 10:00 PM; Fri: 10:00 AM - 10:00 PM; Sat: 10:00 AM - 10:00 PM,Rhonda Leaty
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000279,,Happy Family Farm Micro LLC,,3235F77D-BF5F-4F27-9CBC-358A6475FE2E,754 Happy Ave,,Swan Lake,NY,12783,Sullivan,Mid-Hudson,41.714183,-74.853185,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_MIXED,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,,,Ashish Patel
OCM-MICR-24-000088,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,03/26/2026 12:00:00 AM,OCMMICR-2023-000009,Service-Disabled Veteran-Owned Business,HappyHealing420 LLC,Ananda Farms,D8993CBB-9036-4812-B20A-D891919A85BB,69 Wilcox Rd,,Fulton,NY,13069,Oswego,Central NY,43.27358,-76.39702,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_MIXED,Type 1 - Extracting,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,,,Sarah Stenuf
OCM-RETL-24-000248,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,11/25/2024 12:00:00 AM,11/25/2024 12:00:00 AM,11/25/2026 12:00:00 AM,OCMRETL-2023-001692,"Women-Owned Business, Minority-Owned Business",HAPPY TREE LLC,,3F17E1C7-C15F-4D87-91D6-081C75D75F8A,99 Route 17K Ste 2,,Newburgh,NY,12550,Orange,Mid-Hudson,41.505687,-74.074602,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,TIFFANY BENNETT MCPHAIL
OCM-MICR-24-000040,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,04/08/2026 12:00:00 AM,OCMMICR-2023-000579,"Women-Owned Business, Minority-Owned Business",Harlem Blossoms LLC,,7E40D273-CDCC-4CE4-8F1A-7AA2EE4F28CF,,,,,,New York,Manhattan,,,,Active,"Adult-Use Cultivation, Adult-Use Distribution",MICROBUS_INDOOR,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Tristan Rodriguez
OCM-CULT-24-000009,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMCULT-2023-000015,,Harney Brothers LLC,Harney Brothers,EF027E3F-78CD-486F-8B94-BE376DC73C49,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,,Michael Harney
OCM-CULT-24-000009,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMCULT-2023-000015,,Harney Brothers LLC,Harney Brothers,D8DA05F9-D4B2-458F-9F5E-C5DEC2FAB37B,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,Michael Harney
OCM-CULT-24-000009,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMCULT-2023-000015,,Harney Brothers LLC,Harney Brothers,34EB7EB0-4B24-4771-A5C6-36C238615C09,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,Michael Harney
OCM-DIST-24-000005,Adult-Use Distributor License,OCMDIST,Active,LICACT,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,03/26/2026 12:00:00 AM,OCMDIST-2023-000015,,Harney Brothers LLC,Harney Brothers,8BF47AF7-B5AC-4C43-AD71-E751A688DD72,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Michael Harney
OCM-PROC-24-000006,Adult-Use Processor License,OCMPROC,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMPROC-2023-000017,,Harney Brothers LLC,Harney Brothers,CD7E76B5-2D38-4F29-8DBB-24F0FEEE2414,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Processing,,Type 1 - Extracting,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Michael Harney
OCM-PROC-24-000006,Adult-Use Processor License,OCMPROC,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMPROC-2023-000017,,Harney Brothers LLC,Harney Brothers,E80E734A-1346-4EC0-BD50-21C526D7E48F,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Processing,,Type 1 - Extracting,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Michael Harney
OCM-PROC-24-000006,Adult-Use Processor License,OCMPROC,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMPROC-2023-000017,,Harney Brothers LLC,Harney Brothers,06520657-1711-4A45-A35C-EDA2848CD7EE,,,,,,Columbia,Capital District,,,,Active,Adult-Use Processing,,Type 1 - Extracting,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Michael Harney
OCM-CAURD-24-000103,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,03/15/2024 12:00:00 AM,03/15/2024 12:00:00 AM,03/15/2026 12:00:00 AM,OCMCAURDP-2023-000198,,Harvester's Market LLC,,D9658F2D-8ECC-4795-A622-E22426673C51,1164 New York Route 29,,Saratoga,NY,12871,Saratoga,Capital District,,,,Non-Operational,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Shane Brown
OCM-MICR-24-000110,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMMICR-2023-000481,"Extra Priority, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition",Hazelton Genetics LLC,,121E11B8-D9CA-4EE7-BE51-709F9A27348F,,,,,,Cortland,Central NY,,,HazeltonGeneticsshop.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,Type 1 - Extracting,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,,Nicholas Joannides
OCM-MICR-24-000132,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,07/22/2026 12:00:00 AM,OCMMICR-2023-000450,Women-Owned Business,Hazy Rafa LLC,,A08C98FC-CF4D-41D0-A620-1A864E6445CF,,,,,,Dutchess,Mid-Hudson,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,,Laureen Cirillo
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001193,,HB&V ENTERPRISES INC,,A8193463-C1E2-47A4-8F76-BCE26F74E102,615 Route 112,,Patchogue,NY,11772,Suffolk,Long Island,40.706928,-73.621788,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,VITO UNEBERG
OCM-CULT-24-000108,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMCULT-2023-000363,Minority-Owned Business,HDR Plumbing LLC,,FBCF4D82-B9AC-4CE5-A015-759E0AEC5F83,,,,,,Herkimer,Mohawk Valley,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Hector Rivera
OCM-MICR-24-000182,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,11/13/2024 12:00:00 AM,11/13/2024 12:00:00 AM,11/13/2026 12:00:00 AM,OCMMICR-2023-000923,,Healium Collective L.L.C.,Healium,7C910295-5649-4DA8-AA4D-6625AC35C848,,,,,,Schenectady,Capital District,,,healiumcbd.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,Lukas Crowder
OCM-RETL-24-000106,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/12/2024 12:00:00 AM,06/12/2024 12:00:00 AM,06/12/2026 12:00:00 AM,OCMRETL-2023-002203,Minority-Owned Business,HEALTHY CHOICE SEAVIEW LLC,,86B062C5-3181-4988-A980-1A8B21F07983,3858 Broadway retail,,New York,NY,10032,New York,Manhattan,40.836379,-73.942983,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,02/06/2025 12:00:00 AM,Sun: 10:00 AM - 11:45 PM; Mon: 10:00 AM - 11:45 PM; Tues: 10:00 AM - 11:45 PM; Wed: 10:00 AM - 11:45 PM; Thurs: 10:00 AM - 11:45 PM; Fri: 10:00 AM - 11:45 PM; Sat: 10:00 AM - 11:45 PM,GUSTAVO PAULINO
OCM-CULT-24-000149,Adult-Use Cultivator License,OCMCULT,Active,LICACT,08/14/2024 12:00:00 AM,08/14/2024 12:00:00 AM,08/14/2026 12:00:00 AM,OCMCULT-2023-000349,Minority-Owned Business,Healthy Hi Inc.,,80579E34-2F29-47D2-843C-65163EEBFC6D,,,,,,Kings,Brooklyn,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T1,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Dwayne Simon
OCM-PT3B-25-000028,Adult-Use Processor Type Three-Branding,OCMPT3B,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMPT3B-2024-000058,"Women-Owned Business, Women-Owned Business, Minority-Owned Business, Minority-Owned Business","Healthy Living By Design, Inc.",,,,,,,,,,,,https://www.healthylivingbydesign.net,,,,Branding including for the exclusive performance of white labeling agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Nane' Cheung
OCM-PROC-24-000100,Adult-Use Processor License,OCMPROC,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMPROC-2023-000234,,Heartbeat Lyfe LLC,,DE8943CD-C950-4810-8A70-4FB49144D711,,,,,,Allegany,Western NY,,,https://heartbeatlyfe.com/,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Richard Holzhauer
OCM-PROC-24-000142,Adult-Use Processor License,OCMPROC,Active,LICACT,10/16/2024 12:00:00 AM,10/16/2024 12:00:00 AM,10/16/2026 12:00:00 AM,OCMPROC-2023-000532,"Minority-Owned Business, Women-Owned Business",Heaven Holding Inc.,,B7BC7D61-A21D-40F4-9AE4-61D323F2757C,,,,,,Kings,Brooklyn,,,https://www.honeypottreats.com,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Alessandra Slayton
OCM-RETL-24-000238,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,11/15/2026 12:00:00 AM,OCMRETL-2023-001147,Women-Owned Business,Heavenly Garden NY INC,,BDAC0B64-79C9-483C-BA93-BFEB04F16F74,279 East Main St,,Port Jervis,NY,12771,Orange,Mid-Hudson,41.359018,-74.684206,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Janice Vicaretti
OCM-CULT-24-000016,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/12/2024 12:00:00 AM,03/12/2024 12:00:00 AM,03/12/2026 12:00:00 AM,OCMCULT-2023-000166,"Women-Owned Business, Distressed Farmer",Hemp at Action Acres LLC,,80F603E3-C015-42C4-B363-C7D5184049F2,,,,,,Washington,Capital District,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Courtney Carlton
OCM-DIST-24-000059,Adult-Use Distributor License,OCMDIST,Active,LICACT,08/09/2024 12:00:00 AM,08/09/2024 12:00:00 AM,08/09/2026 12:00:00 AM,OCMDIST-2024-000011,"Women-Owned Business, Distressed Farmer",Hemp at Action Acres LLC,,86E3F860-BE5D-4C3F-9D9D-790367315936,,,,,,Washington,Capital District,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Courtney Carlton
OCM-PROC-24-000082,Adult-Use Processor License,OCMPROC,Active,LICACT,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,08/08/2026 12:00:00 AM,OCMPROC-2024-000012,"Women-Owned Business, Distressed Farmer",Hemp at Action Acres LLC,,43C3487F-A227-40CF-8D8D-AF56AFF09560,,,,,,Washington,Capital District,,,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Courtney Carlton
OCM-DIST-25-000159,Adult-Use Distributor License,OCMDIST,Active,LICACT,02/28/2025 12:00:00 AM,02/28/2025 12:00:00 AM,02/28/2027 12:00:00 AM,OCMDIST-2023-000055,,"Hemp Certified Farms, LLC",,379AAC5A-9803-43DA-87E7-1CE9DEFD1464,,,,,,Queens,Queens,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Michalis Solomou
OCM-PROC-24-000139,Adult-Use Processor License,OCMPROC,Active,LICACT,10/15/2024 12:00:00 AM,10/15/2024 12:00:00 AM,10/15/2026 12:00:00 AM,OCMPROC-2023-000090,,"Hemp Certified Farms, LLC",,795EFC1B-9D40-47F3-A815-90FC7BFC0319,,,,,,Queens,Queens,,,,Active,Adult-Use Processing,,Type 2 - Infusing and Blending,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Michalis Solomou
OCM-CULT-24-000136,Adult-Use Cultivator License,OCMCULT,Active,LICACT,08/06/2024 12:00:00 AM,08/06/2024 12:00:00 AM,08/06/2026 12:00:00 AM,OCMCULT-2023-000290,,HempChain Farms LLC,,C1A9C7F3-BA5C-4549-AC7B-52A44388F4EC,,,,,,Washington,Capital District,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Maxson Freeman
OCM-DIST-24-000039,Adult-Use Distributor License,OCMDIST,Active,LICACT,06/28/2024 12:00:00 AM,06/28/2024 12:00:00 AM,06/28/2026 12:00:00 AM,OCMDIST-2023-000040,,Hemp Hunter Labs Inc.,Cirona Labs,A727CEAC-9343-4503-A214-EDB295A99D89,,,,,,Monroe,Finger Lakes,,,www.hemphunterlabs.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Alan Davis
OCM-DIST-24-000039,Adult-Use Distributor License,OCMDIST,Active,LICACT,06/28/2024 12:00:00 AM,06/28/2024 12:00:00 AM,06/28/2026 12:00:00 AM,OCMDIST-2023-000040,,Hemp Hunter Labs Inc.,Cirona Labs,52D2D936-AC46-4E4A-8457-30D1E6B9F97A,,,,,,Nassau,Long Island,,,www.hemphunterlabs.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Alan Davis
OCM-PROC-24-000051,Adult-Use Processor License,OCMPROC,Active,LICACT,06/26/2024 12:00:00 AM,06/26/2024 12:00:00 AM,06/26/2026 12:00:00 AM,OCMPROC-2023-000040,,Hemp Hunter Labs Inc.,Cirona Labs,7089E622-018D-4FB5-9079-89FD7006CD38,,,,,,Monroe,Finger Lakes,,,www.hemphunterlabs.com,Active,Adult-Use Processing,,Type 1 - Extracting,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Alan Davis
OCM-CULT-24-000132,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/29/2024 12:00:00 AM,07/29/2024 12:00:00 AM,07/29/2026 12:00:00 AM,OCMCULT-2024-000021,,Hemp Industry Conultants Inc,,88D657FD-7EA5-42C6-9FBD-E3DD8E053538,,,,,,Suffolk,Long Island,,,,Active,Adult-Use Cultivation,CCULT_MIXED_T2,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Victor Lazares
OCM-CULT-24-000132,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/29/2024 12:00:00 AM,07/29/2024 12:00:00 AM,07/29/2026 12:00:00 AM,OCMCULT-2024-000021,,Hemp Industry Conultants Inc,,9C2DA7FB-51F0-49D6-86DF-18F1E54CFA24,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_MIXED_T2,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Victor Lazares
OCM-DIST-24-000045,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,07/19/2026 12:00:00 AM,OCMDIST-2024-000018,,Hemp Industry Conultants Inc,,AE2A6EAE-9318-45C6-A42F-605742B57608,,,,,,Suffolk,Long Island,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Victor Lazares
